DAY,DATE,UTC,CALLSIGN,PR,MESSAGE,Q,LN,SPECIFICATION,E6,NOTES,SOURCE,SET
WED,2023.09.06,04:22,ANGRY CAT,PJ,PJ7OG7VKHKO66QLGDFKJIQMDYHJEV6,,30,,AE0414,,,SET-3
WED,2023.09.06,04:50,ANGRY CAT,PJ,PJ7OG7VKHKO66QLGDFKJIQMDYHJEV6,,30,,AE0414,,,SET-3
WED,2023.09.06,05:20,ANGRY CAT,PJ,PJ7OG7VKHKO66QLGDFKJIQMDYHJEV6,,30,,AE0414,,,SET-3
WED,2023.09.06,05:50,ANGRY CAT,PJ,PJ7OG7VKHKO66QLGDFKJIQMDYHJEV6,,30,,AE0414,,,SET-3
WED,2023.09.06,12:06,DEDICATE,RM,RMIWKS3R3EKN6EAIUIAKG5GLZCIM2D,>,30,FOR MAIDEN,,,,SET-3
WED,2023.09.06,12:16,DEDICATE,RM,RM7RXATEMCWU5SXXGKLCEW44GKZLDY,>,30,FOR MAIDEN,,,,SET-3
WED,2023.09.06,12:26,DEDICATE,RM,RMT4DK6XLC4CI6B636Q277MDCNFIDJ,>,30,FOR MAIDEN,,,,SET-3
WED,2023.09.06,12:36,MAIDEN,_,_,\,1,,,Wrong callsign.,,SET-3
WED,2023.09.06,12:36,DEDICATE,RM,RMKK7XGQ3AMPB5CRYJOL5UR6LJKJ7O,>,30,FOR MAIDEN,,,,SET-3
WED,2023.09.06,16:46,DEDICATE,PJ,PJTLWI6OAZT4VLDUGQWEMJQFSMXFAN,,30,,,,,SET-3
WED,2023.09.06,21:51,DEDICATE,RM,RMZ7VK5FD2KIZENCNLCIWP4QWNFCCG,>,30,FOR DOLL 31,AE0410 (FOR),,,SET-3
WED,2023.09.06,22:20,DEDICATE,PJ,PJU5XSA6BMSCMWOPRXIK3FK5XF32AY,,30,,,,,SET-3
WED,2023.09.06,22:48,DEDICATE,RM,RM5X347P5W3AFPMDXCN3VH3JMWYPOG45H,+,33,[33 CHAR],,,,SET-3
WED,2023.09.06,22:51,DEDICATE,RM,RM5X347P5W3AFPMDXCN3VH3JMWYPOG45H,+,33,[33 CHAR],,,,SET-3
WED,2023.09.06,23:21,DEDICATE,RM,RMRDDVZP5LS5DUYH3DMRNNNDRUACG27G7HTOZTY,+,39,[39 CHAR],,,,SET-3
THU,2023.09.07,00:00,CLAPTRAP,RM,RMRDDVZP5LS5DUYH3DMRNNNDRUACG27G7HTOZTY,+,39,[39 CHAR],,,,SET-3
THU,2023.09.07,00:03,CLAPTRAP,RM,RM5X347P5W3AFPMDXCN3VH3JMWYPOG45H,+,33,[33 CHAR],,,,SET-3
THU,2023.09.07,00:31,CLAPTRAP,RM,RMWD3GIGJRGSS7CPMEWS3GGAGSCOSA,,30,,,,,SET-3
THU,2023.09.07,00:42,CLAPTRAP,PJ,PJWQ2XI3VQGTDEQIMEWQ47OCER6D2S,,30,,,,,SET-3
THU,2023.09.07,03:32,CLAPTRAP,PJ,PJ2SXONXSNU75P6NY4WMDTQB5AKBOY,,30,,,,,SET-3
THU,2023.09.07,05:10,PORK PIE,PJ,PJ2SXONXSNU75P6NY4WMDTQB5AKBOY,,30,,AE0410,,,SET-3
THU,2023.09.07,15:05,CLAPTRAP,RM,RM5CN3UP4FL7OXORBTQ7FJFARYPU23AO7UNQDX7UNPDV,+,44,[44 CHAR],,,,SET-3
THU,2023.09.07,15:21,CLAPTRAP,RM,RM6FOKHU26HOVXHNXTNBOZ6S574NGX,,30,,,,,SET-3
THU,2023.09.07,15:44,CLAPTRAP,PJ,PJU3PJWARINGGKQ6J2YFLWWK47CDNR,,30,,,,,SET-3
THU,2023.09.07,15:53,CLAPTRAP,PJ,PJ6AYWNB4XOBKU4RJR5FQLIBENKG7A,,30,,,,,SET-3
THU,2023.09.07,16:24,CLAPTRAP,PJ,PJWUQ3LUA4446DWCSH5IRUZG2XVNEC,,30,,,,,SET-3
THU,2023.09.07,17:22,CLAPTRAP,PJ,PJKRF7OU65O4QPW23O5LTGDH5XFLCZ,,30,,,,,SET-3
THU,2023.09.07,17:25,CLAPTRAP,PJ,PJFY2SH,\,7,,,,,SET-3
THU,2023.09.07,17:25,CLAPTRAP,PJ,PJFY2SH4GK7IIFU2J42BKZP3HCJE2F,,30,,,,,SET-3
THU,2023.09.07,17:28,CLAPTRAP,PJ,PJ3DB2HTGIAGAU4WAHYSQYYDEMZB3F,,30,,,,,SET-3
THU,2023.09.07,17:32,CLAPTRAP,PJ,PJ3DB2HTGIAGAU4WAHYSQYYDEMZB3F,&,30,,,,,SET-3
THU,2023.09.07,17:32,CLAPTRAP,PJ,PJFY2SH4GK7IIFU2J42BKZP3HCJE2F,&,30,,,,,SET-3
THU,2023.09.07,17:32,CLAPTRAP,PJ,PJKRF7OU65O4QPW23O5LTGDH5XFLCZ,,30,,,,,SET-3
THU,2023.09.07,19:41,CLAPTRAP,PJ,PJGTSK43T2XTTYRS2NSYFJAYFJGPVI,,30,,,,,SET-3
THU,2023.09.07,19:47,CLAPTRAP,PJ,PJGTSK43T2XTTYRS2NSYFJAYFJGPVI,,30,,,,,SET-3
THU,2023.09.07,19:56,CLAPTRAP,PJ,PJ7NJSFWUDQJXNCDFSFYTH2OWGIYQR,,30,,,,,SET-3
THU,2023.09.07,20:00,CLAPTRAP,PJ,PJ7NJSFWUDQJXNCDFSFYTH2OWGIYQR,&,30,,,,,SET-3
THU,2023.09.07,20:00,CLAPTRAP,PJ,PJGTSK43T2XTTYRS2NSYFJAYFJGPVI,,30,,,,,SET-3
THU,2023.09.07,20:06,CLAPTRAP,PJ,PJS4YGFBSDBSRIBX4KYDPXHT34U6TR,,30,,,,,SET-3
THU,2023.09.07,21:33,CLAPTRAP,RM,RMG5PYGUFNF5ADYJS2TB7G7XJ5P467,>,30,FOR TALUS 37,AE0414 (FOR),,,SET-3
THU,2023.09.07,22:03,CLAPTRAP,PJ,PJEQ2HSQQBFJL3RPQXWQJJV7CKHXQ6,,30,,,,,SET-3
FRI,2023.09.08,00:43,BASS HORN,RM,RM2BYPTG7DPCES7RYGGW7CW2YQVKNH,>,30,FOR REGION BRAVO,,,,SET-3
FRI,2023.09.08,01:10,BASS HORN,RM,RM67ZFEXDSH5XFGWW7PE3O7PEXK2PHKYEKWPVDA2PHPYHKYQSMG,+,51,[51 CHAR],,,,SET-3
FRI,2023.09.08,01:17,BASS HORN,RM,RMFR45YJESEIYXKUBYXUDFYXKSLGBITBGFW45YI,+,39,[39 CHAR],,,,SET-3
FRI,2023.09.08,01:41,BASS HORN,RM,RMVATU5JXZBP5IIZKIIN3HDQWUMLPO,,30,,,,,SET-3
FRI,2023.09.08,01:51,BASS HORN,RM,RMVATU5JXZBP5IIZKIIN3HDQWUMLPO,,30,,,,,SET-3
FRI,2023.09.08,01:54,BASS HORN,PJ,PJN4MIO7KNJTLK3CPGV34SARUF5XKV,,30,,,,,SET-3
FRI,2023.09.08,01:57,BASS HORN,PJ,PJN4MIO7KNJTLK3CPGV34SARUF5XKV,,30,,,,,SET-3
FRI,2023.09.08,05:02,BASS HORN,PJ,PJGGL6T7IXS3IXQITFVODLCY5CJOSE,,30,,,,,SET-3
FRI,2023.09.08,05:06,BASS HORN,PJ,PJGGL6T7IXS3IXQITFVODLCY5CJOSE,,30,,,,,SET-3
FRI,2023.09.08,05:20,BELT FAN,PJ,PJGGL6T7IXS3IXQITFVODLCY5CJOSE,,30,,?,,,SET-3
FRI,2023.09.08,05:50,BELT FAN,PJ,PJGGL6T7IXS3IXQITFVODLCY5CJOSE,,30,,?,,,SET-3
FRI,2023.09.08,18:19,BASS HORN,RM,RMBWUUYDGFMKZR3HDQIVTCAAYNWTPO,>,30,FOR CONE 36,? (FOR),,,SET-3
FRI,2023.09.08,20:03,BASS HORN,RM,RML35V7WIO2CMDBS5QLA2OC2GYFYBS,>,30,FOR BEZEL,,,,SET-3
FRI,2023.09.08,20:13,BASS HORN,RM,RMRQGJOFUZXTWPAQMGAYZXPV4TPBL3,>,30,FOR BEZEL,,,,SET-3
FRI,2023.09.08,20:33,BASS HORN,RM,RM3IMZYZS7PPP5YDFMDPI2X3IVL3PH,>,30,FOR PONGEE,,"Callsign per ~SIGINT~, better than my guess (PANJI)",,SET-3
FRI,2023.09.08,20:47,BASS HORN,RM,RMLMDX4EZD22HNVBPTDGAUIKXEBBUZ,>,30,FOR PONGEE,,"Callsign per ~SIGINT~, better than my guess (PANJI)",,SET-3
FRI,2023.09.08,21:19,BASS HORN,RM,RM3CFCOJTUIOCXG6ECN72N3UWWFZE2,>,30,FOR ABOMA 43,AE0410 (FOR),,,SET-3
FRI,2023.09.08,21:49,BASS HORN,PJ,PJ6EDGESDPNPBUQJ24KZM3ZHLPBWUG,,30,,,,,SET-3
FRI,2023.09.08,22:07,BASS HORN,RM,RMUDRR72QLEUSV54CHPQGVWWYPMKCD,>,30,FOR BEZEL,,,,SET-3
FRI,2023.09.08,22:16,BASS HORN,RM,RMVKYXSV42OANTR5AV3E7ZXZXF7ZVD,>,30,FOR BEZEL,,,,SET-3
SAT,2023.09.09,01:46,MISCHIEF,RM,RMWETAMGSVHDI7D7J27VPYDRALOGUFDPWPKKDJHJRQ,+,42,[42 CHAR],,,,SET-3
SAT,2023.09.09,01:49,MISCHIEF,RM,RMWETAMGSVHDI7D7J27VPYDRALOGUFDPWPKKDJHJRQ,+,42,[42 CHAR],,,,SET-3
SAT,2023.09.09,02:02,MISCHIEF,RM,RMWETAMGSVHDI7D7J27VPYDRALOGUFDPWPKKDJHJRQ,+,42,[42 CHAR],,,,SET-3
SAT,2023.09.09,02:23,MISCHIEF,PJ,PJIWET6BARAAXTMZ2DDJB7KQ75C3BZ,,30,,,,,SET-3
SAT,2023.09.09,02:29,MISCHIEF,RM,RMWETA,\,6,,,,,SET-3
SAT,2023.09.09,02:30,MISCHIEF,PJ,PJIWET6BARAAXTMZ2DDJB7KQ75C3BZ,&,30,,,,,SET-3
SAT,2023.09.09,02:30,MISCHIEF,RM,RMWETAMGSVHDI7D7J27VPYDRALOGUFDPWPKKDJHJRQ,+,42,[42 CHAR],,,,SET-3
SAT,2023.09.09,02:34,MISCHIEF,PJ,PJCVKC4A6FFQAHXI6EAFXXYTL7W624,,30,,,,,SET-3
SAT,2023.09.09,02:40,QUITCLAIM,PJ,PJCVKC4A6FFQAHXI6EAFXXYTL7W624,,30,,AE0410,,,SET-3
SAT,2023.09.09,03:10,QUITCLAIM,PJ,PJCVKC4A6FFQAHXI6EAFXXYTL7W624,,30,,AE0410,,,SET-3
SAT,2023.09.09,13:16,MISCHIEF,RM,RM6SJFB6SCREXJJRAT3HNLYCMIFS6L,>,30,FOR FENNY,,"Callsign per ~SIGINT~, better than my guess (BENNY)",,SET-3
SAT,2023.09.09,13:26,MISCHIEF,RM,RMAZKE2PEBI3OX7XV5YT5DPWKBOR22,>,30,FOR FENNY,,,,SET-3
SAT,2023.09.09,15:32,MISCHIEF,RM,RMEWJBS3DDNE4TW5I4HPR4GC5MGZVX,>,30,FOR FENNY,,,,SET-3
SAT,2023.09.09,15:42,MISCHIEF,RM,RMBVMZ6KSPE57ZEDD3W3SB2TLIBBXD,>,30,FOR FENNY,,,,SET-3
SAT,2023.09.09,18:07,MISCHIEF,RM,RMSSFF7EX5OCMFU2QYU77CDDKMFD2Z,>,30,FOR FENNY,,,,SET-3
SAT,2023.09.09,18:17,MISCHIEF,RM,RMNLOHV7JZWMKO5LENR6UCHAS7VR6O,>,30,FOR FENNY,,,,SET-3
SAT,2023.09.09,20:18,MISCHIEF,RM,RM36PWQX5OXXFRK5DS3UD36YIVQYW,\,29,,,,,SET-3
SAT,2023.09.09,20:20,MISCHIEF,RM,RM36PWQX5OXXFRK5DS3UD36YIVQYW22PGC,+,34,[34 CHAR],,,,SET-3
SUN,2023.09.10,04:16,VAGRANCY,PJ,PJZNPV3BHGXCKJCUQY6IRKNDWQMKSJ,,30,,,,,SET-3
SUN,2023.09.10,05:53,VAGRANCY,PJ,PJLAMU3SIFSU5SK34OGZ6XCKOYWXD4,,30,,,,,SET-3
SUN,2023.09.10,05:55,VAGRANCY,PJ,PJKDUR2YSWIK6KKCHU6CJL55OBY54G,,30,,,,,SET-3
SUN,2023.09.10,06:00,VAGRANCY,PJ,PJKDUR2YSWIK6KKCHU6CJL55OBY54G,&,30,,,,,SET-3
SUN,2023.09.10,06:00,VAGRANCY,PJ,PJLAMU3SIFSU5SK34OGZ6XCKOYWXD4,,30,,,,,SET-3
SUN,2023.09.10,06:28,VAGRANCY,PJ,PJPQERU7K4LRH3QUT7EWQ747BLDS7O,,30,,,,,SET-3
SUN,2023.09.10,06:30,VAGRANCY,PJ,PJKDUR2YSWIK6KKCHU6CJL55OBY54G,&,30,,,,,SET-3
SUN,2023.09.10,06:30,VAGRANCY,PJ,PJLAMU3SIFSU5SK34OGZ6XCKOYWXD4,,30,,,,,SET-3
SUN,2023.09.10,14:35,VAGRANCY,QK,QKWTW3RKFFM5TAF6LJ6QFQBJGKQGZL,>,30,"FOR FRIZZ, NATURAL LOOK",,,,SET-3
SUN,2023.09.10,16:04,VAGRANCY,QK,QK7JYWCV7UWJNHEF4IANV2MNFV5XQU,>,30,"FOR INSPECT, NATURAL LOOK",,,,SET-3
SUN,2023.09.10,16:12,VAGRANCY,QK,QKXAX7MXSESHKC3NNZY436ORIVMMKW,>,30,FOR ROME,,,,SET-3
SUN,2023.09.10,16:23,VAGRANCY,QK,QK6AVEIQYXBOTOKSWERGT76ZDALOHR,>,30,"FOR ROME, NATURAL LOOK",,,,SET-3
SUN,2023.09.10,16:32,VAGRANCY,PJ,PJ4T4AUHVASKZX7BG3JKW4QT2DZLY6,,30,,,,,SET-3
SUN,2023.09.10,17:30,VAGRANCY,JC,JCITHGSKKA3RFBOTITZVHB6HWAT3A2AGGXL3Y4VY3BBBBROXNCHASJPVWCSCTJ7BBBBCWGZB74ULKSKDUDOKKAAAABWMBDWIDGW3USC4SCIJJJJLBGP5NTFZ4J6QBNWBEXPBB4ZBWS7W4UVPATTTTAKI6TTSTZPG4BBEB2VOOOO6MBYPSK4O43HGGJ222QQQQIJZZV5FOYNJHI65W53AAAAPLR7BBLLBLX7W3V7QLHHHHZEFMW3NBP,+,246,[246 CHAR],,,,SET-3
SUN,2023.09.10,17:45,VAGRANCY,QK,QKSEPV7JABPJE3KMK4CNZ6A2YYU5GE,>,30,FOR INSPECT,,,,SET-3
SUN,2023.09.10,17:52,VAGRANCY,PJ,PJVEVAKDRCBFV7HDTIG5O7DNQVXY42,,30,,,,,SET-3
SUN,2023.09.10,18:02,VAGRANCY,QK,QKPA4JRIM2CJ7DWWOLCI34BFML5CLE,>,30,FOR INSPECT,,,,SET-3
SUN,2023.09.10,20:45,VAGRANCY,PJ,PJN7FIEIUD222AVNVXASHGVZGEABFL,,30,,,,,SET-3
SUN,2023.09.10,22:14,VAGRANCY,JC,JCOFZAXSU226RYTXYCRXVDMVGWSPTEMMITZGYZZHZGGGGOBPNST233CNEX4L7BSXXXXNJDLUQY4EBWBZMBAHMRRRR7QDO3L7SLCXCZG2O6ZXXXX7WSWFLBNZLSYUV4Y4TTTTTOZ2D5ZNLALUWO55REG2222UBKNK5YZIUO7SI6RIYBFPTWXLGIY3PA7S4ZY4LGZEVP43PEV32OCW6CODZ44U,\,216,DISREGARDED (216 CHAR),,,,SET-3
SUN,2023.09.10,22:25,VAGRANCY,JC,JCOFZAXSU226RYTXYCRXVDMVGWSPTEMMITZGYZZHZGGGGOBPNST233CNEX4L7BSXXXXNJDLUQY4EBWBZMBAHMRRRR7QDO3L7SLCXCZG2O6ZXXXX7WSWFLBNZLSYUV4Y4TTTTTOZ2D5ZNLALUWO55REG2222UBKNK5YZIUO7SI6RIYBFPTWXLGIY3PA7S4ZY4LGZEVP43PEV32OCW6CODZ44U,+,216,[216 CHAR],,,,SET-3
SUN,2023.09.10,22:39,VAGRANCY,PJ,PJRGW47IOOQ6BIO3VLFQHSAIRPWLDB,,30,,,,,SET-3
SUN,2023.09.10,22:45,VAGRANCY,PJ,PJ65Y4BQ7ZH7VP3U4JBVZK54TZUMEP,,30,,,,,SET-3
MON,2023.09.11,02:36,METHODIST,PJ,PJPTHJELGHCY5IINI7FGZ4GPJ6LGBT,,30,,,,,SET-3
MON,2023.09.11,04:46,METHODIST,JC,JCAKH7,\,6,,,,,SET-3
MON,2023.09.11,04:47,METHODIST,JC,JCAKH7XIHANYI6BSPQZ4KMCF6BNCAALSDVTRTJCRCBBBBCRQDYX6ETYJRNUTQJC6ZBKKNKLSOXUKOOGAAAABHAOLKTGU,+,92,[92 CHAR],,,,SET-3
MON,2023.09.11,05:00,METHODIST,JC,JCAKH7XIHANYI6BSPQZ4KMCF6BNCAALSDVTRTJCRCBBBBCRQDYX6ETYJRNUTQJC6ZBKKNKLSOXUKOOGAAAABHAOLKTGU,+,92,[92 CHAR],,,,SET-3
MON,2023.09.11,05:30,METHODIST,JC,JCAKH7XIHANYI6BSPQZ4KMCF6BNCAALSDVTRTJCRCBBBBCRQDYX6ETYJRNUTQJC6ZBKKNKLSOXUKOOGAAAABHAOLKTGU,+,92,[92 CHAR],,,,SET-3
MON,2023.09.11,09:04,METHODIST,QK,QKGYWPGITFWMWYYK5GQ7OCJYJTW5EQOSGZMS5ONMN,+,41,[41 CHAR],,,,SET-3
MON,2023.09.11,11:32,METHODIST,QK,QK3OVLKGT4EYLDCJ32K42VC63CCE364H4L6K2HNAWD,+,42,[42 CHAR],,,,SET-3
MON,2023.09.11,17:25,METHODIST,QK,QKILNFOBAVWUGLGSI76KW6UBNK,\,26,,,,,SET-3
MON,2023.09.11,17:27,METHODIST,QK,QKILNFOBAVWUGLGSI76KW6UBNKBNOW7O4B,+,34,[34 CHAR],,,,SET-3
MON,2023.09.11,17:56,METHODIST,PJ,PJLQZ2BQBDTCQJ3IP4JMBIUOCDP27W,,30,,,,,SET-3
MON,2023.09.11,20:34,METHODIST,QK,QKFA6TSSJJKKQBFNY6KPK67QJPKNWF,>,30,FOR LATE 61,? (FOR),,,SET-3
MON,2023.09.11,20:39,METHODIST,QK,QKFA6TSSJJKKQBFNY6KPK67QJPKNWF,>,30,FOR LATE 61,? (FOR),,,SET-3
MON,2023.09.11,21:02,METHODIST,PJ,PJNF4JEZI7GLYNOEWY2HTDGU4PSYJC,\,30,,,Did not do usual preamble.,,SET-3
MON,2023.09.11,21:03,METHODIST,PJ,PJNF4JEZI7GLYNOEWY2HTDGU4PSYJC,,30,,,,,SET-3
MON,2023.09.11,21:06,METHODIST,PJ,PJNF4JEZI7GLYNOEWY2HTDGU4PSYJC,,30,,,,,SET-3
MON,2023.09.11,21:19,METHODIST,PJ,PJ5JLGBN35V2OBWIIXPMO3PPXVVBIG,,30,,,,,SET-3
MON,2023.09.11,21:29,METHODIST,PJ,PJ5JLGBN35V2OBWIIXPMO3PPXVVBIG,,30,,,,,SET-3
MON,2023.09.11,21:44,METHODIST,PJ,PJODQELZLMRZ3HELKMGL452J7PHTGS,,30,,,,,SET-3
MON,2023.09.11,21:59,METHODIST,PJ,PJODQELZLMRZ3HELKMGL452J7PHTGS,,30,,,,,SET-3
TUE,2023.09.12,01:11,METHODIST,QK,QKTJ7NB6ZS6MM6NYKWBS7YXXS42R3X,,30,,,Previous day's callsign.,,SET-3
TUE,2023.09.12,01:20,METHODIST,PJ,PJSGQ5O7H4WUG3SCLNEDIVMNWLPFJT,,30,,,Previous day's callsign.,,SET-3
TUE,2023.09.12,01:23,METHODIST,PJ,PJSGQ5O7H4WUG3SCLNEDIVMNWLPFJT,,30,,,Previous day's callsign.,,SET-3
TUE,2023.09.12,01:33,SORORITY,PJ,PJUUXQAAND2TJUCY6OKZM6H6FAEPMR,,30,,,,,SET-3
TUE,2023.09.12,01:37,SORORITY,PJ,PJUUXQAAND2TJUCY6OKZM6H6FAEPMR,,30,,,,,SET-3
TUE,2023.09.12,02:16,METHODIST,PJ,PJ5WZ3SZEDJAFQAY4ICPMJC2GBTI3V,,30,,,Previous day's callsign.,,SET-3
TUE,2023.09.12,06:36,SORORITY,QK,QKR6NCTVPDUNXJNHHJNVPTSPLJ5Q4XE4TWV7Q6,+,38,[38 CHAR],,,,SET-3
TUE,2023.09.12,07:04,SORORITY,QK,QKEUHR6D7KPBOT4D4D2OUBZPORETZYAHL,+,33,[33 CHAR],,,,SET-3
TUE,2023.09.12,13:40,SORORITY,QK,QKPQ4OL2AKTP6ZQCJ46DWBELJ54FII,>,30,FOR MARTY,,,,SET-3
TUE,2023.09.12,13:52,SORORITY,QK,QKM2AAW4XSH353ZKCWJIZKEHAFNSEP,>,30,FOR MARTY,,,,SET-3
WED,2023.09.13,01:46,FROG POND,QL,QLJPUC,\,6,,,,,SET-3
WED,2023.09.13,01:47,FROG POND,QL,QLJPUCVGYVATTSUGIHZGHVHZGYKYYT,,30,,,,,SET-3
WED,2023.09.13,16:08,FROG POND,QK,QKVF7BJDXENPIMSRGQ7GTMPHZHC2DN,>,30,FOR ARTESIAN WELL,,,,SET-3
WED,2023.09.13,16:24,FROG POND,QK,QKG47RB3XFS5RRUGB6OCOPH7YM2IDI,>,30,FOR TILL,,,,SET-3
WED,2023.09.13,17:03,FROG POND,QK,QK5WBAP6CL4WLUNLWIU6VMFNAK2ZZW,>,30,FOR ARTESIAN WELL,,,,SET-3
WED,2023.09.13,17:32,FROG POND,QK,QKGWB2WB4D7JECG4RIVQWYY3MJ5TM6,>,30,FOR ARTESIAN WELL,,,,SET-3
WED,2023.09.13,18:02,FROG POND,QK,QKTLT2L7VQFEA4F4K4U7G2ZTA5RNBB,>,30,FOR ARTESIAN WELL,,,,SET-3
WED,2023.09.13,19:43,FROG POND,QK,QKWYTSA26ZZNIVMIMZPE2QRBRDHOGP,>,30,FOR TILL,,,,SET-3
WED,2023.09.13,20:03,FROG POND,QK,QKU7MWD2RFF5ZIQIY72JPG5G327H3U,>,30,FOR TILL,,,,SET-3
WED,2023.09.13,20:08,FROG POND,QK,QKU7MWD2RFF5ZIQIY72JPG5G327H3U,>,30,FOR TILL,,,,SET-3
WED,2023.09.13,20:47,FROG POND,PJ,PJ6QRGMTXL3W5RFIXRDIGEET5V4XSD,,30,,,,,SET-3
WED,2023.09.13,21:00,FROG POND,PJ,PJ6QRGMTXL3W5RFIXRDIGEET5V4XSD,,30,,,,,SET-3
WED,2023.09.13,22:03,FROG POND,PJ,PJVJUCDBN4T7HQXI2MLNLC6ZD4B2ZV,,30,,,,,SET-3
WED,2023.09.13,22:12,FROG POND,PJ,PJVJUCDBN4T7HQXI2MLNKC6ZD4B2ZV,,30,,,,,SET-3
WED,2023.09.13,22:25,FROG POND,PJ,PJVJUCDBN4T7HQXI2MLNKC6ZD4B2ZV,,30,,,,,SET-3
THU,2023.09.14,01:17,RANK FILE,QK,QKYTWHUYNPEDQUZSBJGHFDRX2YOKOLW7T6,+,34,[34 CHAR],,,,SET-3
THU,2023.09.14,05:50,RANK FILE,QK,QKDC734ALXXAAFF24BC24HDPHFQZ2ZVEPOZ3OC,+,38,[38 CHAR],,,,SET-3
THU,2023.09.14,05:57,RANK FILE,QK,QKV3K73B736MYFLRJNQT4NNLBTXWIVC4X,+,33,[33 CHAR],,,,SET-3
THU,2023.09.14,06:19,RANK FILE,QK,QK7GI2BLWJOUJCGXBK65LWSX2UNHBE,,30,,,,,SET-3
THU,2023.09.14,06:37,RANK FILE,PJ,PJ7HDDC4ZQDQRJTUKZ4LOOJZQ2PK5A,,30,,,,,SET-3
THU,2023.09.14,06:44,RANK FILE,PJ,PJXBQ33LUQU2EYBHFIXAYTEJK3X2FT,,30,,,,,SET-3
THU,2023.09.14,07:06,RANK FILE,PJ,PJQLGWAIYRWAFBAKFJN3OX7EUXNYBD,,30,,,,,SET-3
THU,2023.09.14,10:05,RANK FILE,QK,QKFBLECGICC4AF6MEFCMJVJHQBOOLO,>,30,FOR CHAPTER,,,,SET-3
THU,2023.09.14,10:18,RANK FILE,QK,QKGABRWJPE37NXGRYPLLVIWZCHWOG2,>,30,FOR CHAPTER,,,,SET-3
THU,2023.09.14,10:32,RANK FILE,QK,QKGXZGPCMDHUO5ROXKEN2CLIR7LT3C,>,30,FOR CHAPTER,,,,SET-3
THU,2023.09.14,11:36,RANK FILE,QK,QK3B3QJECMNAGJLXSKV25O4TZ3PR5P,>,30,FOR CHAPTER,,,,SET-3
THU,2023.09.14,11:51,RANK FILE,QK,QKSIYQQE3DESUCA4AAXT6AFA4TRY44,>,30,FOR CHAPTER,,,,SET-3
THU,2023.09.14,12:02,RANK FILE,QK,QK562Q6ZLUEPKPTR3CLDOIOS7YELJB,>,30,FOR BROAD,,,,SET-3
THU,2023.09.14,12:14,RANK FILE,QK,QKNYFZQYZ6GDUIZZPJ7L4LDGXKZRRU,\,30,DISREGARDED (FOR BROAD),,,,SET-3
THU,2023.09.14,12:17,RANK FILE,QK,QKNYFZQYZ6GDUIZZPJ7L4LDGXKZRRU,>,30,FOR BROAD,,,,SET-3
THU,2023.09.14,15:32,RANK FILE,QK,QK5CWQXGOBAX3SVD4UMZ23FJVGMRGM,,30,,,,,SET-3
THU,2023.09.14,15:45,RANK FILE,QK,QKAQHXXI5XVFE4WFNJ2ULVJ2URAW2PHWA6LI2TCZUYNWAXCIMPFO6LK,+,55,[55 CHAR],,,,SET-3
THU,2023.09.14,16:01,RANK FILE,QK,QKHX3UIL5CNEIJWJBE6RZU2BKWI3S7,,30,,,,,SET-3
THU,2023.09.14,16:23,RANK FILE,PJ,PJFNLG4IAJS2BTHRHASUJMRBI5YTGE,,30,,,,,SET-3
THU,2023.09.14,16:26,RANK FILE,PJ,PJ6GWRF2F3GQDOKEE2Z723KBCXNUPR,,30,,,,,SET-3
THU,2023.09.14,16:30,RANK FILE,PJ,PJ6GWRF2F3GQDOKEE2Z723KBCXNUPR,&,30,,,,,SET-3
THU,2023.09.14,16:30,RANK FILE,PJ,PJFNLG4IAJS2BTHRHASUJMRBI5YTGE,,30,,,,,SET-3
THU,2023.09.14,19:43,RANK FILE,QK,QKIXTETF3FU7AGSNVMQH47GTJWG4AM,>,30,FOR BROAD,,,,SET-3
THU,2023.09.14,19:54,RANK FILE,QK,QKTSCYHLGWS3YS3Y4TIXZWBV2SEX7B,>,30,FOR BROAD,,,,SET-3
THU,2023.09.14,20:24,RANK FILE,PJ,PJO2C3KHIG44CVR3N6DVSF33O6BSLC,,30,,,,,SET-3
THU,2023.09.14,20:40,FOG HORN,PJ,PJO2C3KHIG44CVR3N6DVSF33O6BSLC,,30,,AE0410,,,SET-3
THU,2023.09.14,21:10,FOG HORN,PJ,PJO2C3KHIG44CVR3N6DVSF33O6BSLC,,30,,AE0410,Transmission abruptly cut off during second read (eam.watch bot),,SET-3
FRI,2023.09.15,01:25,LOST SHOE,QK,QKDOS2GKUL23YMCJZYUWLTNKXWKOIJP27D,+,34,[34 CHAR],,,,SET-3
FRI,2023.09.15,01:29,LOST SHOE,QK,QKDOS2GKUL23YMCJZYUWLTNKXWKOIJP27D,+,34,[34 CHAR],,,,SET-3
FRI,2023.09.15,01:50,LOST SHOE,PJ,PJCJZAOT7PNSUD5P3O2BI6VJL4PV6Z,,30,,,,,SET-3
FRI,2023.09.15,02:09,LOST SHOE,QK,QKGZCLHVJUVMTFRSDTDFOWRUH4RDDAXY6ESDZ3B7R4,+,42,[42 CHAR],,,,SET-3
FRI,2023.09.15,02:22,LOST SHOE,QK,QKZRDVRXLANV4T75VCTLVGOTUWETAN,,30,,,,,SET-3
FRI,2023.09.15,02:37,LOST SHOE,PJ,PJKHNRHF24DH7IRTT3T5IAWRWC2XM7,,30,,,,,SET-3
FRI,2023.09.15,02:43,LOST SHOE,PJ,PJ5R6USI6TEPTGGK6ZEJSWBN43E7JQ,,30,,,,,SET-3
